,TITLE_LENGTH,hurst,approximate_entropy_value,word_count,average_sentlen,bzipr,msttr,BZIP_TXT,flesch_grade,flesch_ease,smog,ari,dale_chall_new,mean_sentiment,std_sentiment,mean_sentiment_last_ten_percent,mean_sentiment_first_ten_percent,difference_lastten_therest,SPACY_ADJ,SPACY_NOUN,SPACY_VERB,SPACY_ADV,SPACY_PRON,SPACY_PUNCT,SPACY_STOPS,SPACY_SBJ,SPACY_PASSIVE,SPACY_NSUBJ,SPACY_AUX,SPACY_RELATIVE,SPACY_NEGATION,BIGRAM_ENTROPY,WORD_ENTROPY,average_wordlen,bigram_entropy,word_entropy,ang_slopes,ang_skews,ang_kurtoses,ang_overall,dis_slopes,dis_skews,dis_kurtoses,dis_overall,fea_slopes,fea_skews,fea_kurtoses,fea_overall,ant_slopes,ant_skews,ant_kurtoses,ant_overall,sur_slopes,sur_skews,sur_kurtoses,sur_overall,sad_slopes,sad_skews,sad_kurtoses,sad_overall,joy_slopes,joy_skews,joy_kurtoses,joy_overall,HURST_SYUZHET,TTR_VERB,TTR_NOUN,FREQ_OF,FREQ_THAT,self_model_ppl,gpt2_ppl,gpt2-xl_ppl,VERB_NOUN_RATIO,ADV_VERB_RATIO,PERC_ACTIVE_VERBS,PASSIVE_ACTIVE_RATIO,NOMINAL_VERB_RATIO,APPENT_SYUZHET,concreteness_mean,valence_mean,arousal_mean,dominance_mean,concreteness_sd,valence_sd,arousal_sd,dominance_sd,arc_mean,arc_sd
0,12.0,0.56,1.330983698416222,73830.0,72.27937860185418,6.40935192780968,0.6104065040650412,3.955971138271241,2.3,95.57,6.0,4.1,4.43,0.02824242044600351,0.2391756286498894,0.01457638190954774,0.05241353383458647,0.01581601575127098,1819,7220,10368,3491,10789,18098,34782,8121,142,8121,2848,262,816,13.03116665153546,0.0001558555243134807,3.227996749288907,13.18767849418731,8.696819528732288,3.766366763745461e-05,1.263339119619626,2.35123509127007,2.812690140845071,0.0001192155284327012,1.663510528130815,5.317750292653155,2.197392857142857,-0.001173909902456279,1.318333627230106,2.89066046726253,3.740554524361953,-0.00383944912411058,0.6569426221456779,0.2850584867814909,4.989238425925926,-0.0001219936918420706,0.6619568743657032,-0.07831478628949595,2.874818604651164,-0.0004117359357849292,0.9039613718646217,1.181124201569793,4.093148837209302,-0.005411804591788436,0.8008096812558503,1.03761669879024,7.706451388888889,0.58,0.09770447530864197,0.16398891966759,0.01229491621392076,0.004745406258004503,16.307,8.9058,6.5862,1.43601108033241,0.3367091049382716,10226,0.01388617250146685,0.8718171296296297,1.649725448964396,2.932075283037415,0.5963234332792557,0.4027064858989559,0.4950048239695206,0.3193847860718026,0.0808714735490188,0.0687595312782465,0.0631542437480277,0.028225852763819097,0.020851427230419318
1,11.0,0.56,1.402962875753449,65827.0,57.34852908151808,6.157154026583268,0.6186930091185414,3.286717633165517,2.0,96.38,6.9,4.0,4.71,0.04033572872220975,0.2735198708827171,0.02659189189189189,0.0455076404494382,0.0145175665558246,2465,5994,9396,2973,8808,15527,29866,8211,211,8211,3080,340,961,13.60389622999275,0.0001859252185906213,3.223206283136099,13.76250225917519,9.143894988550802,0.001732458478295961,1.343229909271464,4.270870132734949,2.725778145695365,-1.603115706860071e-05,1.265155915715271,2.357690492909616,1.870132653061225,0.004521452001421821,1.672634585013653,5.429177460432337,3.636287128712871,-0.001321823159137106,0.4703998276427053,-0.1136859522482752,4.841801980198023,0.002469960176893798,0.70648502734436,0.6752260607864597,2.935495016611298,0.002264922223933467,1.216089944362629,1.969843763566485,3.172385382059803,-0.005127019712253555,0.6688441714742457,0.7074892014778542,5.210666666666664,0.64,0.1531502767134951,0.2767767767767768,0.0104763363455353,0.007887884821565324,20.9955,12.0299,8.2696,1.567567567567568,0.3164112388250319,9185,0.02297223734349483,0.9002767134951043,1.705836835709482,2.781425141226489,0.6060353311090017,0.4108446230219599,0.4896199729763501,0.3615351395325299,0.0900033971677319,0.0694521360767572,0.0666520307871541,0.04032403102654224,0.02578127468479533
2,22.0,0.59,1.467355434204115,103841.0,57.40642398286938,6.060105184072127,0.6444026974951835,3.180287725742271,2.2,95.98,6.1,2.8,4.47,-0.005068950749464667,0.2766484040179003,-0.08625628571428572,0.02393471428571429,0.08625335106961567,3564,11122,14196,5885,16174,20633,52573,12099,266,12099,5120,592,1304,13.76333764047629,0.0001101783354230974,3.174959794300902,13.96200867691279,9.057061565271814,0.002454488907319096,0.8051981945781382,0.9356626310957554,2.518295238095238,0.0002049865229110513,1.076334628183473,1.255665038616793,1.919695238095237,0.003128226013890081,0.6773467075518428,0.1622307382367589,3.536361111111112,0.004452570807968217,0.8228007521150333,1.662979759832936,5.124074074074076,0.004074856859774978,-0.01606845737521455,-0.09438991616203163,2.727453703703702,0.0138441891261063,0.4017376761419756,-0.01161989105704508,3.513759259259257,-0.008019210799584628,0.4759551593981092,-0.3481544734614954,6.14728703703704,0.58,0.1016483516483516,0.1880057543607265,0.01005758306746557,0.01016457863201307,22.3865,13.035,8.751,1.276389138644129,0.4145533953226261,13930,0.01909547738693467,1.034516765285996,1.751231113516118,2.866379174349191,0.5763998476610442,0.4221325225759509,0.498842499610731,0.3062972177703195,0.0880720339191335,0.0774711239458345,0.0662097031685061,-0.005089926373626374,0.031397911677431556
3,25.0,0.56,1.50912270111078,54595.0,69.2564605822702,5.803621169916434,0.6273394495412846,3.281228541107435,2.5,95.17,6.6,3.9,4.69,0.05733869807000327,0.3002938674601217,0.02205855263157895,0.058,0.03753014238841378,1743,5378,7705,2490,8637,11686,27250,6592,123,6592,2755,406,884,13.37415819803656,0.0002161983300822077,3.193863906951186,13.51426371673103,9.03378377499384,0.001962594940681693,0.9725088046745732,1.315286169381093,3.299938547486035,0.006476265683469074,1.213795833111571,2.453255534980197,2.898721590909091,0.007395147824995299,0.5721522559821767,0.05785280462994757,5.236972067039108,-0.001342326282091521,1.172158066319599,2.052915192010607,5.780743016759778,0.001091295796455548,0.8150281073989744,1.128355050611924,3.632877094972069,0.01994802376917122,0.6585994789229913,0.1328222386095366,5.736240223463684,0.0005984035318979774,0.5328533885125989,-0.03099135738909142,9.400530726256985,0.6,0.1377027903958468,0.2521383413908516,0.00993816254416961,0.0113920789163722,22.4136,13.6083,9.0529,1.432688731870584,0.3231667748215444,7582,0.01622263255077816,0.9242050616482803,1.723091555878995,2.81549423241341,0.6022891888827193,0.4244674493456411,0.5052087136629823,0.292066557342458,0.0851757450689716,0.0722982493984743,0.0673449405379514,0.05732799449604403,0.031951173209356296
4,12.0,0.64,1.435978000298523,91251.0,60.31489503498834,6.689446366782007,0.644144736842105,3.22490157480315,2.0,96.38,6.6,3.6,4.59,0.04088465511496168,0.272441909810848,0.05487566666666666,0.00372466666666667,-0.01378516490773313,2980,10291,12451,3514,14098,20424,43207,11067,283,11067,3798,443,943,13.7945733077185,0.0001301680249188038,3.280369530196929,13.95757600155797,9.248994049083162,-0.001664522207909929,1.29118468412893,2.390915843023441,2.319066176470587,0.006883131045102619,1.730394527841705,3.759511563977161,1.646180327868853,-0.003811717101947095,1.057320654228689,1.89817904885932,3.174481751824818,0.003735578807848113,0.5939416825581293,0.4357934155859069,6.29575182481752,0.005157960020991364,0.8265744797113261,0.5693289866338618,2.402191176470587,-0.003942427240651892,1.532706757494352,3.891240620935073,3.229970802919709,0.01216375287023727,0.8219514151440875,1.093203811716477,8.041226277372264,0.65,0.1098706931170187,0.214847925371684,0.01034841109227151,0.007887108242629766,22.416,12.6017,8.7449,1.209892138762025,0.2822263272026344,12168,0.0232577251808021,1.065858164002891,1.745982240750087,2.884643360836081,0.6035608264804306,0.4329847135010224,0.5169911068025045,0.3097073968101891,0.0854183573555126,0.074878271327122,0.0698313499342748,0.04089742674418605,0.03241346862561609
5,6.0,0.61,1.61074399189851,40593.0,75.70395327942498,5.28174123337364,0.6407160493827158,3.301834567106534,4.2,85.28,7.4,5.0,4.87,0.02824982030548068,0.3538305131454352,0.1070900900900901,0.00941981981981982,-0.08570162279103866,1625,4126,5631,2117,5228,8010,19314,4912,136,4912,2175,296,523,13.17018860744079,0.0002800366809157662,3.371738969773113,13.29304913901827,8.960627373596923,0.02068554287386596,0.9178119804204004,0.2219437199198815,3.316051851851851,0.008990150069882982,1.785083606771487,3.713997329365688,2.103090225563909,0.02122333712920268,1.077834733554172,0.9557967352361079,4.49294890510949,-0.003567587313836649,0.9000730654301957,0.9372267908774066,4.897884057971015,0.0003845690188566377,0.9310140082458397,0.6030531316350469,2.571282608695653,0.02850811321745524,1.191178575298062,1.927674885115142,4.49072463768116,-0.01686833002655317,0.9988472254943339,1.514425088455879,4.590949275362321,0.64,0.1800745871070858,0.2850218128938439,0.01109767891682785,0.01100096711798839,22.8568,12.7911,8.6545,1.364760058167717,0.3759545373823477,5495,0.02474977252047316,1.021310602024507,1.728172609266078,2.702425833485373,0.6004308328637006,0.4271819335654424,0.505415187151806,0.2895944620886841,0.0908854754611295,0.069266017784423,0.0669732366301572,0.02831428450772201,0.055558542205253934
6,15.0,0.62,1.644990863015769,168959.0,61.21764974851395,5.68921634293369,0.6599940793368886,3.223033053289998,2.0,96.28,6.4,3.5,4.49,0.04294898033836306,0.2949829415272278,0.079342673992674,0.04626495882891125,-0.03694289754719082,6128,18667,23247,7679,26591,35327,83442,20336,516,20336,8114,1161,2426,14.29728830944182,7.074401796038096e-05,3.271728644227298,14.50015005179529,9.335822551994497,-0.007990885361484077,0.6192871978127114,-0.1734545312998201,2.633092391304348,-0.002528075673986369,0.8245051200562602,0.5079340136519992,1.924461538461539,-0.006533936930515689,0.3869864465598984,-0.2607372335551723,4.42804347826087,-0.008415855021093797,0.4091952823219359,0.237161979350081,5.73291847826087,-0.005822753366338542,0.5483128413895447,0.1377131899392516,3.00016847826087,-0.001933512165051722,0.8830419728082556,1.781585380561577,4.695625,-0.01438090674423533,0.7820598992533309,0.4207731573173255,8.442059782608696,0.63,0.090377252978879,0.1620506776664702,0.009722023894521396,0.009359084202008663,23.0381,13.0113,8.7478,1.245352761557829,0.33032219211081,22731,0.02270027715454665,1.066589237320945,1.902187828266139,2.816087494683817,0.6089951408778136,0.4247515133713546,0.5053992164894344,0.313864428299478,0.086082047115378,0.0718300929351201,0.0663487230628355,0.04295375595154389,0.027489738768912246
7,23.0,0.6,1.429791095648581,105969.0,56.59997245937758,6.521022258862325,0.6437016052880072,3.106885796545106,2.2,95.88,6.0,3.0,4.48,0.00563708344808593,0.2662259865583218,0.05334986225895317,0.04817162534435262,-0.05004098697203656,3844,11838,14557,5519,16186,21473,52503,12063,289,12063,4867,644,1240,13.81007351741774,0.0001092891732711533,3.186828223348338,13.99736261060506,9.10623149528324,-0.002612368296863932,1.383784128794697,2.824092624041461,2.954124203821655,-0.001032004262571128,0.9380116871661032,0.9580130165450313,2.009611650485438,-0.0002574404405375133,1.398302028687623,4.013468151679082,4.129572784810127,0.005993757784230173,0.6654768108752697,0.4865044925994306,6.001803797468357,0.0009535847865480903,0.681098032654131,0.7999925992161034,3.039376582278481,0.002563225486921367,0.8714735003475215,1.187705063444869,3.691850793650791,0.01265531038993883,0.864161596896193,1.101346019274994,7.66520569620253,0.64,0.1010510407364155,0.1770569352931238,0.01032461032461032,0.008208208208208207,23.1626,13.3245,8.9168,1.229684068254773,0.3791303153122209,14268,0.02025511634426689,1.077282407089373,1.713465034512549,2.886973292355252,0.5744421860058495,0.4221578966714735,0.4912505759489695,0.3184463774250103,0.0866694018305257,0.0756955171681853,0.0652152572284528,0.005625316766566766,0.030134315984542824
8,24.0,0.63,1.578080338750045,99847.0,71.45323234102518,5.95597945707997,0.6573647294589183,3.193044840887175,3.4,87.42,7.0,4.8,4.81,0.02696218072925841,0.2988914698875998,0.0415791519434629,0.02709753086419753,-0.01707194896832099,3673,10454,13600,4403,12984,22449,45126,11755,409,11755,4854,534,1266,14.20811597474189,0.0001254263138742665,3.381623884543351,14.3694688173379,9.551487755014405,-0.01489803001876172,0.8093395350189727,0.2650327935216295,3.521925,-0.02285607287449393,0.5764027148620396,0.237298311027212,2.539923076923077,-0.0357343339587242,1.340404845282538,1.601081074586284,5.389699999999999,-0.05681463414634146,0.3738418719976264,-0.5371027242013096,5.30925,-0.03542842401500939,0.3161277257433444,-0.393124970895149,2.682674999999999,-0.05637851782363976,0.8458266544965161,0.2217310374089618,5.060375000000001,-0.01371247654784239,0.884308862362175,0.3778726515231301,6.607725,0.6,0.1475,0.260570116701741,0.0123923714492637,0.007735173412730345,23.843,13.6463,9.344,1.300937440214272,0.32375,13191,0.03100598893184747,1.03875,1.880818098248795,2.78823651947402,0.5870667421708888,0.429124706153376,0.5021235509625995,0.3179523419330974,0.0884617411036503,0.0713514912378004,0.0668802645875248,0.026964569252973674,0.03562458142804756
9,26.0,0.6,1.521855380615421,90907.0,87.68789510653242,6.161191749427044,0.6371067106710684,3.355895336190903,4.3,85.08,7.3,5.5,4.68,0.02022870522125966,0.2924105344953459,-0.01864178403755868,0.09251803278688525,0.04553252044140984,2394,10620,12703,3346,11680,18562,42012,9960,411,9960,4369,718,873,13.57153566847494,0.0001273997305089025,3.40697636045629,13.72597627548806,9.043978787364749,0.01587374642611279,2.416157472864272,11.86336906644857,3.62256050955414,0.003601827920512232,3.008126705543668,17.50058608920807,1.854050632911393,0.01839373059469787,2.389976630306039,12.69023605106841,5.609993710691826,0.002825840978825879,0.7652899475266497,0.7134715631469679,5.698177215189872,0.004687253083931307,1.291638634345718,3.800499308029128,3.078873417721516,0.01067568963458323,1.201617048763985,2.269928800822112,4.227792452830189,-0.004626704681155962,0.6466606101802256,0.7545400922850787,4.447213836477987,0.6,0.1238290167676927,0.1678907721280603,0.01374086437689228,0.01431755924985305,24.1184,13.0368,8.907,1.196139359698682,0.2634023459025427,12292,0.03343638138626749,1.02448240573093,1.767596080728075,2.800312532984714,0.5815462605736924,0.4272207262855755,0.5152696381066498,0.29848537015716,0.0734669830828276,0.0671379755248953,0.0605836414244377,0.020209350949936377,0.042748278291624565
