,TITLE_LENGTH,hurst,approximate_entropy_value,word_count,average_sentlen,bzipr,msttr,BZIP_TXT,flesch_grade,flesch_ease,smog,ari,dale_chall_new,mean_sentiment,std_sentiment,mean_sentiment_last_ten_percent,mean_sentiment_first_ten_percent,difference_lastten_therest,SPACY_ADJ,SPACY_NOUN,SPACY_VERB,SPACY_ADV,SPACY_PRON,SPACY_PUNCT,SPACY_STOPS,SPACY_SBJ,SPACY_PASSIVE,SPACY_NSUBJ,SPACY_AUX,SPACY_RELATIVE,SPACY_NEGATION,BIGRAM_ENTROPY,WORD_ENTROPY,average_wordlen,bigram_entropy,word_entropy,ang_slopes,ang_skews,ang_kurtoses,ang_overall,dis_slopes,dis_skews,dis_kurtoses,dis_overall,fea_slopes,fea_skews,fea_kurtoses,fea_overall,ant_slopes,ant_skews,ant_kurtoses,ant_overall,sur_slopes,sur_skews,sur_kurtoses,sur_overall,sad_slopes,sad_skews,sad_kurtoses,sad_overall,joy_slopes,joy_skews,joy_kurtoses,joy_overall,HURST_SYUZHET,TTR_VERB,TTR_NOUN,FREQ_OF,FREQ_THAT,self_model_ppl,gpt2_ppl,gpt2-xl_ppl,VERB_NOUN_RATIO,ADV_VERB_RATIO,PERC_ACTIVE_VERBS,PASSIVE_ACTIVE_RATIO,NOMINAL_VERB_RATIO,APPENT_SYUZHET,concreteness_mean,valence_mean,arousal_mean,dominance_mean,concreteness_sd,valence_sd,arousal_sd,dominance_sd,arc_mean,arc_sd
BESTSELLERS,15.771929824561404,0.6189912280701754,1.827048892467586,198363.84210526315,90.06802509552645,5.181340004715576,0.6856467128322605,2.9094894638412727,5.271929824561403,82.43197368421055,8.296929824561404,6.984210526315789,4.998771929824562,0.03669377065199102,0.3677392924176035,0.03230281077676127,0.0479648136620318,0.005150943161248454,10267.631578947368,27077.605263157893,24445.469298245614,9548.048245614034,23800.587719298244,33202.03070175439,96537.99122807017,19509.513157894737,1030.328947368421,19509.513157894737,8671.942982456141,1766.0526315789473,2052.2763157894738,14.815048532297297,8.379926582300726e-05,3.6734983061310054,14.980189776251839,9.75948176497174,0.011672979877500711,1.1764605621117614,1.980536536147702,3.346261027512689,-0.006570095962160943,1.2155160556208544,2.2864337510387713,2.0588058169782615,0.005601740829086533,1.1164166314684056,1.8038193699992378,4.514036263762617,-0.010753740418760415,0.5537504793534515,0.43306150282170364,5.0251850150585335,0.013999841689920228,0.9196358569277802,1.4034099296506697,2.8523565934302875,0.01427437588010156,1.01650502675515,1.5962501814339205,4.035494913528407,0.0013086578542571875,0.779217215649906,0.8861722906153369,5.921122445808343,0.6358333333333334,0.15208485852524956,0.20191804960571427,0.017956578549113904,0.010091046143760071,61.4730350877193,27.963720175438596,17.677342543859652,0.9210649624738008,0.39524353088616276,23415.140350877195,0.044150318788246275,1.5319520507186275,1.9470507017417606,2.6980382925973405,0.584756342464366,0.4322174325241888,0.5069182894486927,0.30245702906085276,0.08608035784401565,0.07095124300543351,0.0655225786943174,0.036688798249989385,0.03919200638677832
CANON_ALL,16.583922261484098,0.6107685512367491,1.7667988904390506,142132.18374558302,94.30340925117407,5.1983226529856665,0.6870475149672335,2.901892726689771,5.692049469964664,81.1374734982332,8.467756183745584,7.505742049469965,5.173639575971731,0.034494616440535274,0.36454781410713893,0.02911485807056728,0.04603316448661802,0.006235629850177161,7427.253968253968,19899.484126984127,17560.443562610228,6922.320987654321,17067.20017636684,23805.055555555555,69100.36331569665,13776.29012345679,699.5229276895943,13776.29012345679,6073.5564373897705,1241.7680776014108,1496.5643738977071,14.603225399071166,0.0001235857044087252,3.6958704086242102,14.751201566983507,9.735697817754668,0.004434377920310609,1.172924855917488,2.0091496765899364,3.43823858047737,-0.0009096222382519946,1.232976607250307,2.3671835632412437,2.1314977816859835,0.0046067917394919215,1.1187252913577854,1.8951298840937578,4.664713258617037,-0.003517838242733279,0.5591690321825653,0.4161330649064692,5.119461881543723,0.0034900180472627095,0.8849381697920475,1.2556258516367913,2.9173044605161063,0.0055748287711936285,0.9967776609625582,1.524847992412902,4.1812336749159815,-0.001594375085866287,0.7716095622123162,0.9021555062336873,6.147631070420386,0.626358024691358,0.18963801178288006,0.23881575066676572,0.018684517073608395,0.00978321917838305,75.61100008818342,32.18365925925926,20.521214285714287,0.8948461011071968,0.3975041613425461,16860.920634920636,0.042294987864263764,1.5819681495222786,1.8790992150122852,2.7028523126888424,0.582593840058574,0.43078817231036187,0.5040122176652592,0.3026423156990652,0.08573021180459918,0.07072442157301488,0.06543371955440233,0.03448550700905929,0.04331946727088932
PULITZER,15.754716981132075,0.6062264150943395,1.778109798431883,162138.24528301886,95.82075228961924,5.242067537325124,0.6869447350008311,2.9143333570407712,5.554716981132075,82.55509433962263,8.160377358490567,7.332075471698112,5.088301886792453,0.037166362787418854,0.36212628992144985,0.03027164298126355,0.04983522965505999,0.007389175549145883,8189.259259259259,21952.444444444445,20269.35185185185,8140.12962962963,19547.48148148148,26106.5,78858.72222222222,15878.648148148148,700.4629629629629,15878.648148148148,6940.2037037037035,1406.6666666666667,1822.0740740740741,14.672620212967582,0.0001005594137234918,3.643806768413825,14.826237747885935,9.687443263946898,0.006910795136863274,1.1984036073961775,2.0942222279776,3.3886306972107993,0.0017632332951384407,1.2206911939676408,2.494057215304496,2.1420709994704965,0.006061407851717339,1.1178741537154764,1.7572276532877198,4.590654094447193,-0.014284318526457326,0.6011427723080766,0.4716288963909849,4.882345775697861,0.0029613569150132198,0.9175387197994115,1.3268906345039397,2.8646834940889683,0.015346176132163237,1.0043492481618737,1.3785098875125272,4.093162894229053,-0.012608219776352873,0.7908506300295963,0.8483157226204937,5.663615016158401,0.6162962962962963,0.16516929908894543,0.21867561699537139,0.017080764011493943,0.009554899944545656,66.06847222222223,31.465783333333327,20.047114814814815,0.9278144953872287,0.4069569755025321,19568.88888888889,0.0361249702955841,1.5230922000300584,1.9015017010677953,2.7262807669250066,0.5869847320518382,0.4231837252273615,0.4992469710644261,0.30044533941210233,0.08488706440047931,0.06952558859959011,0.06450456021335424,0.03716061912442717,0.04031440882693455
NBA,16.046728971962615,0.6019626168224299,1.7807680423215126,153861.07476635513,94.86041652793418,5.2526875882070785,0.6886395347998863,2.8784083617856138,5.574766355140187,81.85336448598132,8.340186915887848,7.32429906542056,5.178317757009345,0.0315004214567,0.36190292915199,0.023847654811245775,0.03477283379367087,0.008446479879741772,7896.869158878505,21709.33644859813,19266.3738317757,7330.943925233645,18857.41121495327,25556.906542056076,74866.47663551402,14979.18691588785,686.7102803738318,14979.18691588785,6548.345794392523,1353.8130841121495,1707.0467289719627,14.722994263836007,0.00010515607232078956,3.6770520053910456,14.871027630753424,9.80547473094379,0.0024050477097533984,1.196524845768867,2.1618322281910474,3.3889160209135714,0.0004005377214907389,1.2678493803143598,2.6523221635714433,2.192779930677785,0.003457086398340141,1.1469306717093732,2.1433051826572935,4.55922174889562,-0.0021456523028330864,0.577343503937624,0.5147673934480101,5.0164438350802145,0.00047263770816634044,0.9038200882988215,1.3161692126767761,2.8513674448124937,0.002125128895631301,1.0373397194034017,1.7352783037754962,4.107848555039026,-0.0028088834102042415,0.791733923615767,0.9402939491921785,6.152102779216758,0.6121495327102804,0.18554945475778417,0.24076288724368933,0.017869676666845483,0.00936349449981439,70.76402803738318,33.55656355140187,21.62899532710281,0.8872996816146809,0.38466876831557345,18579.66355140187,0.03870958795984868,1.5895078133097307,1.8993695357816143,2.738055170536054,0.5819834941277198,0.4258097070291665,0.4979949030773138,0.2986571558556478,0.08448611641973715,0.06926487503817469,0.06423581593281229,0.031497166172208296,0.03832484127586664
HUGO,15.364583333333334,0.6128125,1.759550740499894,154447.76041666666,80.7920523594258,5.4451954937599,0.6948795857131156,2.86534670428415,5.310416666666667,79.86645833333334,8.488541666666665,7.035416666666666,5.091875000000001,0.01758984912309108,0.3385807943708274,0.021079393704946273,0.031070050621430378,-0.003006410406050585,8464.96875,22085.947916666668,19116.552083333332,7713.239583333333,17041.53125,27148.239583333332,72946.30208333333,14922.291666666666,786.5104166666666,14922.291666666666,6692.96875,1208.65625,1619.09375,14.90218662065906,9.940108916126754e-05,3.7540232466789845,15.058275443298996,9.981914301867223,0.0022016549350188856,1.1710320826291831,2.0239915908641115,3.415197639712774,0.000561581498727166,1.2018933027269598,2.3040700953810913,2.1846015334053486,0.0032827724984658816,1.1670100872399545,2.2147764256717077,4.650346549932017,-0.003650287356464984,0.56563187236613,0.3444588776520192,4.795540004863445,0.00044866564668952507,0.9068777818600785,1.3211050091480532,2.77921025715658,0.001646848527714972,1.0359535312997525,1.825315875869272,4.139776075635409,-0.00275170205076247,0.7681649458113077,0.8956878829390572,5.641949225379783,0.630625,0.1847060509999432,0.23293639326351342,0.01815732161377738,0.009540779718617212,74.31879583333334,32.484728125,21.006017708333335,0.8910400274532518,0.401462698809333,18330.041666666668,0.04239053792399313,1.581476965595428,1.922592858706493,2.6888592368266138,0.5760771411680335,0.4357188394596996,0.5116399761279972,0.3184802836467758,0.08611261202353375,0.07238629987009083,0.06731928671204503,0.017583086887171348,0.03550670050774901
GOODREADS_CLASSICS,20.419354838709676,0.6109677419354838,1.6938069354511016,94355.3870967742,84.76239938549621,5.2048476521210185,0.671825238692849,2.973064423786529,5.004838709677419,84.83338709677417,7.933870967741934,6.754838709677419,5.124354838709678,0.02808110433141313,0.36345406945815995,0.012888861173656405,0.037993290735508015,0.015915987897210042,4909.935483870968,13061.290322580646,11624.354838709678,4607.370967741936,11299.290322580646,15980.951612903225,45994.98387096774,9243.59677419355,454.0,9243.59677419355,3838.8870967741937,766.8225806451613,1019.0645161290323,14.153533210308119,0.00017196163333074987,3.615049070785774,14.300058193904112,9.506293594350348,0.0061918798752774356,1.1453178318231734,1.9526041951135749,3.4756401704198545,0.0018845022899596751,1.243344134418998,2.5745372377803983,2.173664057336443,0.005103481770735772,1.0829234252087538,1.7548260634747026,4.613095563131364,-0.014141669111354437,0.5123559520430929,0.29616486517087154,5.328682840079278,0.002124466745905647,0.8940938109819127,1.2976158947145005,2.972341333959208,0.014569465762768864,1.016058915771621,1.6682630205667097,4.238037476692826,-0.013297825387265915,0.7214233433200852,0.6600639040195873,6.423748577215415,0.629032258064516,0.20361489207460512,0.2567088086042086,0.017994289001283206,0.008991422457038796,73.05519032258064,29.84525483870968,18.538535483870966,0.8980904991622655,0.39901554227171565,11170.354838709678,0.04327825914179767,1.5697342816784123,1.8151466852150493,2.7203053607949945,0.5789480802313259,0.4278101928635293,0.4983159332266353,0.3086125011975299,0.08705502077856862,0.07244098531984032,0.06663494588924541,0.028067451537985802,0.04955114834265093
OPENSYLLABUS,16.884453781512605,0.6063865546218488,1.730555641430193,116374.03571428571,101.02719131392723,5.1153872595401415,0.6836249159424593,2.9182532370074363,6.065336134453782,80.55783613445378,8.589495798319328,7.963235294117647,5.282731092436975,0.03715744406739622,0.37158474802887376,0.02845580205429752,0.05137487530197782,0.009790048174880845,6254.012605042017,16435.943277310926,14143.932773109243,5813.13025210084,14023.800420168067,19174.676470588234,57101.01680672269,11114.144957983193,554.5063025210084,11114.144957983193,4897.365546218487,1057.7731092436975,1261.5525210084033,14.404673533019286,0.00015463232116886457,3.698679926069539,14.543153771190498,9.645384350862189,0.003409627130937285,1.1588266176834445,1.9495475124348765,3.4988887187906696,0.0010226474253305583,1.2493647373070733,2.478710227684198,2.171178959913384,0.005192372678288394,1.1021648288406511,1.8357824830479663,4.762604546932974,-0.0027106351727305333,0.5550169865971315,0.428159669819267,5.225215415837027,0.001068391116953466,0.8791229420434775,1.247045448361442,2.986539681734354,0.00509499083201427,0.9785537718788281,1.4743915216708678,4.2669084130119375,-0.0037656608235940984,0.7585368518987676,0.842097628465492,6.338771974145655,0.6207563025210084,0.20904668018415148,0.259321550428478,0.019488618308437664,0.010059194168816293,84.03317016806722,34.79572983193277,22.26301470588235,0.8811969206191305,0.4109580349374464,13589.426470588236,0.042532755193616385,1.6249338409499858,1.8246999972372502,2.6969621944527122,0.5830687540589792,0.42943987472790096,0.5017425756369485,0.30123909777935104,0.0860623081103889,0.07066785271283413,0.0654863652708,0.03714355699580843,0.04811815298208858
NORTON_ENGLISH,15.596774193548388,0.6041935483870968,1.7870150130477382,125242.2258064516,100.6023681825706,5.061054132468196,0.6910594543469986,2.8523784722797774,6.482258064516129,78.47016129032258,8.970967741935485,8.438709677419356,5.370967741935483,0.025550061983997275,0.38243390663886784,0.018999010086749927,0.03269739106985914,0.007105608321044423,7129.629032258064,19044.483870967742,14567.838709677419,5794.209677419355,14398.564516129032,20007.3064516129,61420.75806451613,11177.90322580645,780.016129032258,11177.90322580645,4908.887096774193,1180.1451612903227,1139.3709677419354,14.613722376169957,0.00012462003450492773,3.7917039089472544,14.750813414997944,9.791719137857248,0.0033782997169453247,1.1866147287321644,2.007415175118791,3.3125821878864534,0.0008690602917756306,1.1969100732240152,1.9666669164294515,2.170166761432888,0.004771057298400921,1.180462002972806,2.1946483693667047,4.476852123274719,0.0014796835655929888,0.6079679655346306,0.6635016623489165,5.151385403227068,0.002019403683835327,0.8982462770587382,1.451174878282312,2.9716412031013224,0.006006866011988863,0.993730449926314,1.4729859466778163,4.2323332089478,0.0030882691950240267,0.7326974387184331,0.794267477727101,6.221145689978217,0.62,0.22128688784348127,0.25453970934008413,0.02239954253382706,0.00940496243284651,109.84690806451611,42.82574354838708,27.15956451612903,0.7760521055901479,0.40050054181633793,13787.822580645161,0.05729748532557482,1.806423229788675,1.8550925118249169,2.6714681169636365,0.5773448445961262,0.43084777048101136,0.5005076917827603,0.29939156958424024,0.08511323375586345,0.06983001300434083,0.06487964922418575,0.025546528522085755,0.04602803794010769
NORTON_AMERICAN,17.923076923076923,0.6069230769230769,1.7187595842987582,106398.27514792899,105.49766509118453,5.069165138268607,0.6832624770610596,2.911465371610649,6.41094674556213,79.40127218934911,8.8198224852071,8.321893491124259,5.35973372781065,0.043372126292482875,0.3752020398156831,0.033679161890301394,0.06146445025494731,0.010774286736698677,5708.65976331361,15165.715976331361,12813.934911242604,5226.792899408284,12878.168639053254,17016.381656804733,52702.92603550296,10077.810650887574,515.008875739645,10077.810650887574,4542.08875739645,1013.905325443787,1147.4940828402366,14.32507307436588,0.00016509586669873457,3.7145994681334056,14.457613696651853,9.612870053428168,0.0037098129580670227,1.1649761796977673,1.9907554551839002,3.581046672097355,0.0006009507970784184,1.2487723137739626,2.529880400850794,2.203094072837624,0.0055023037643432485,1.0955632703634237,1.8016769789788976,4.823922067297524,-0.003542807158736863,0.5527232722751977,0.40886576633400606,5.266175175351802,0.001594622141865021,0.8556140429393116,1.1197151111999024,3.007122280527561,0.006302149514683484,0.9855411551903722,1.478307073563391,4.298066844157849,-0.002634144261940058,0.7721023143813829,0.9549182003833883,6.395284478351406,0.6203550295857988,0.21784702768355502,0.2708051627975245,0.019985832067255252,0.010242775787376418,87.50130029585799,35.09538431952663,22.350911242603555,0.864472202271715,0.40876176891691834,12298.926035502958,0.04365313438549579,1.6441387576240396,1.8098222223030636,2.685565741311225,0.5863329996161559,0.43131271263911275,0.5054121037687344,0.2969527426544414,0.08586543274497715,0.07022933142811685,0.06551792862003349,0.043352989641147865,0.051056038384916104
GOODREADS_BEST_20TH_CENTURY,17.38095238095238,0.6135714285714284,1.7650147633962512,180517.69047619047,87.69562045015515,5.395678809765809,0.6774844432027934,3.05126247811947,4.938095238095238,85.16285714285715,7.6380952380952385,6.511904761904762,4.950238095238094,0.021610152226641394,0.3583138530227901,0.01963423851906276,0.042362535022754326,0.0026681116562771905,8628.232558139534,24616.232558139534,22816.441860465115,8249.976744186046,22185.6511627907,29260.6511627907,87194.37209302325,18114.883720930233,779.5116279069767,18114.883720930233,7659.3488372093025,1575.6046511627908,2011.3255813953488,14.533445680154152,0.00011012491494120276,3.5894256185020166,14.700844548080369,9.59412756194381,0.009123221574182796,1.1156404327335447,1.8431062427165192,3.3809358451085703,0.0024327089543304333,1.062539685410698,1.6445797276320824,2.1796317837379,0.008062313685858098,1.0205416533991103,1.5916823876111499,4.579763263514879,-0.019022097510219996,0.4775415173837025,0.34965367136811043,5.1005300653526735,0.003439754342834178,0.8230060102765514,0.9855046759007983,2.876256519696349,0.02045880202792098,0.8929375555751307,1.1050874769701926,4.166949166770771,-0.015785231664511824,0.6140306543190792,0.41044838341660056,6.15659415552366,0.6353488372093024,0.15606106928272576,0.20132907251333054,0.017577101740967285,0.009246302422429289,70.62545813953489,30.20593255813953,18.7790488372093,0.9491852108672855,0.380116791546611,22036.93023255814,0.036628988112536925,1.4719369579743142,1.8828447978708083,2.7510882456240164,0.5773151418668605,0.4260499828687321,0.4937675043015031,0.3085876156875926,0.08600183217374051,0.07191400973800989,0.06532218282478705,0.02160053000438344,0.04026310864472173
